"drug_name"	"original_smiles"
"CHEMBL1210015"	"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc3cnc[nH]3)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](CO[C@@]8(C[C@H](O)[C@@H](NC(=O)C)[C@H](C[C@H](O)[C@H](O)CO)O8)C(=O)O)[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6NC(=O)C)C(=O)NCC(=O)NCC(=O)N9CCC[C@H]9C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N%10CCC[C@H]%10C(=O)N%11CCC[C@H]%11C(=O)N%12CCC[C@H]%12C(=O)N[C@@H](CO)C(=O)N"
"CARFILZOMIB"	"CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4"
"METRIFUDIL"	"Cc1ccccc1CNc2ncnc3c2ncn3[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O"
"(R)-PIA"	"C[C@H](Cc1ccccc1)Nc2ncnc3c2ncn3[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O"
"SODIUM ORTHOVANAD"	"[Na+].[Na+].[Na+].[O-][V](=O)([O-])[O-]"
"CHEMBL131495"	"Fc1ccc2[nH]cc(C3=CCN(CCCCN4C(=O)c5ccccc5C4=O)CC3)c2c1"
"NAPROXEN"	"COc1ccc2cc(ccc2c1)[C@H](C)C(=O)O"
"PARAMETHADIONE"	"CCC1(C)OC(=O)N(C)C1=O"
"BRETAZENIL"	"CC(C)(C)OC(=O)c1ncn2c1[C@@H]3CCCN3C(=O)c4c(Br)cccc24"
"MK-2461"	"CN(C[C@@H]1COCCO1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(C)c5"
"IMMEPIP"	"C(C1CCNCC1)c2c[nH]cn2"
"CHEMBL1255944"	"NC(=Nc1ccc2[nH]c3[C@@H]4Oc5c(O)ccc6C[C@H]7N(CC8CC8)CC[C@@]4(c56)[C@@]7(O)Cc3c2c1)N.OC(=O)C(F)(F)F"
"IMATINIB"	"CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)CC1"
"CHEMBL351042"	"NC(Cc1ccc(O)c(O)c1)C(=O)O"
"TICARCILLIN"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL1851943"	"CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(CC)CC"
"BOSUTINIB"	"COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl"
"METHYLENE BLUE"	"CN(C)c1ccc2N=C3C=CC(=[N+](C)C)C=C3Sc2c1"
"VASOPRESSIN"	"N[C@H]1CSSC[C@H](NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc3ccc(O)cc3)NC1=O)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N"
"CHEMBL78535"	"CCO\N=C(\C1CCN(CC1)C2(C)CCN(CC2)C(=O)c3c(C)cc[n+]([O-])c3C)/c4ccc(Br)cc4"
"OBELIN"	"COc1cccc2C[C@@H]3[C@H](C[C@H](CN3C)C(=O)N4CCN(CC4)c5ccc(cc5)[N+](=O)[O-])Cc12"
"CHEMBL195789"	"CC(C)(C)c1ccc(\C=C\C(=O)Nc2ccc3OCCOc3c2)cc1"
"CHEMBL175543"	"CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)nc(Cl)nc34"
"GSK-650394"	"OC(=O)c1ccc(cc1C2CCCC2)c3c[nH]c4ncc(cc34)c5ccccc5"
"PEFLOXACIN"	"CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3"
"TERGURIDE"	"CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1"
"GONADORELIN ACETATE"	"CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)[C@@H]5CCC(=O)N5)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N6CCC[C@H]6C(=O)NCC(=O)N.CC(=O)O"
"CRIZOTINIB"	"C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl"
"PERINDOPRILAT"	"CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O)C(=O)O"
"SULPIRIDE"	"CCN1CCCC1CNC(=O)c2cc(ccc2OC)S(=O)(=O)N"
"BUFEXAMAC"	"CCCCOc1ccc(CC(=O)NO)cc1"
"CHEMBL2347208"	"C[C@]1(C[C@H](OC(=N1)N)C(F)(F)F)c2cc(NC(=O)c3ccc(cn3)C#N)ccc2F"
"GR-127935"	"COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc1N5CCN(C)CC5"
"CARBENOXOLONE"	"CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(=O)O)OC(=O)CCC(=O)O"
"CHEMBL17468"	"CCc1c([nH]cc2nc3cc(OC)c(OC)cc3c12)C(=O)OC"
"POLYTHIAZIDE"	"CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(cc2S1(=O)=O)S(=O)(=O)N"
"HYDROCODONE"	"COc1ccc2C[C@@H]3[C@@H]4CCC(=O)[C@@H]5Oc1c2[C@]45CCN3C"
"METHSUXIMIDE"	"CN1C(=O)CC(C)(C1=O)c2ccccc2"
"TRAMETINIB"	"CN1C(=O)C(=C2N(C(=O)N(C3CC3)C(=O)C2=C1Nc4ccc(I)cc4F)c5cccc(NC(=O)C)c5)C"
"VOXTALISIB"	"CCN1C(=O)C(=Cc2c(C)nc(N)nc12)c3cc[nH]n3"
"TYRAMINE"	"NCCc1ccc(O)cc1"
"BELINOSTAT"	"ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc2ccccc2"
"ETONOGESTREL"	"CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C"
"ALLOPURINOL"	"O=C1NC=Nc2[nH]ncc12"
"ASTEMIZOLE"	"COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1"
"SCOPOLAMINE"	"CN1[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@@H]23)OC(=O)[C@H](CO)c4ccccc4"
"DEQUALINIUM"	"Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]3c(C)cc(N)c4ccccc34"
"MYCOPHENOLATE MOFETIL"	"COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)OCCN3CCOCC3"
"BOSUTINIB"	"COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl"
"CHEMBL1290251"	"COc1cc(\C=N\NC(=O)c2ccc3OCOc3c2)ccc1OCc4ccccc4"
"TYRPHOSTIN AG-1478"	"COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC"
"CUDC-101"	"COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCCCCC(=O)NO"
"FORETINIB"	"COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)ccnc2cc1OCCCN6CCOCC6"
"IPATASERTIB"	"CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3[C@H](O)C[C@@H](C)c23)c4ccc(Cl)cc4"
"DALFAMPRIDINE"	"Nc1ccncc1"
"ZILEUTON"	"CC(N(O)C(=O)N)c1cc2ccccc2s1"
"NIRAPARIB"	"NC(=O)c1cccc2cn(nc12)c3ccc(cc3)[C@@H]4CCCNC4"
"CHEMBL2311194"	"[3H]c1cc2C[C@H]3[C@@H](C)[C@](C)(CCN3CC=C(C)C)c2c([3H])c1O"
"CHEMBL420060"	"COc1ccccc1N2CCN(CCCNC3=C(C)C(=O)N(C)C(=O)N3C)CC2"
"ETONITAZENE"	"CCOc1ccc(Cc2nc3cc(ccc3n2CCN(CC)CC)[N+](=O)[O-])cc1"
"REGORAFENIB"	"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1"
"CURCUMIN"	"COc1cc(\C=C\C(=C\C(=O)\C=C\c2ccc(O)c(OC)c2)\O)ccc1O"
"CHEMBL1081312"	"Nc1ncnc2c1c(nn2C3CCCC3)c4cnc5[nH]ccc5c4"
"TOZASERTIB"	"CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(Sc4ccc(NC(=O)C5CC5)cc4)n2"
"ALLYLESTRENOL"	"C[C@]12CC[C@H]3[C@@H](CCC4=CCCCC34)[C@@H]1CC[C@@]2(O)CC=C"
"CHEMBL560590"	"O=C(Nc1ccccc1)N2CCC(Cc3cnc4ccccc4c3)CC2"
"BRIMONIDINE"	"Brc1c(NC2=NCCN2)ccc3nccnc13"
"CHEMBL435402"	"CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2n1"
"CYCLOSPORINE"	"CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C"
"CGS-15943"	"Nc1nc2ccc(Cl)cc2c3nc(nn13)c4occc4"
"CLOTRIMAZOLE"	"Clc1ccccc1C(c2ccccc2)(c3ccccc3)n4ccnc4"
"ENTINOSTAT"	"Nc1ccccc1NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2"
"HESPERIDIN"	"COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2"
"CYCLOSPORINE"	"CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C"
"SORAFENIB"	"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1"
"ACEBUTOLOL"	"CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C"
"SULFASALAZINE"	"OC(=O)c1cc(ccc1O)N=Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3"
"CHEMBL2376441"	"CCCCCc1ccc(\C=C\[C@H](O)[C@@H](CO)NC)cc1"
"ISONIPECOTIC ACID"	"OC(=O)C1CCNCC1"
"SALMETEROL XINAFOATE"	"OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc2ccccc2.OC(=O)c3ccc4ccccc4c3O"
"TRICHOSTATIN"	"C[C@H](\C=C(/C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C"
"PLERIXAFOR"	"C(N1CCCNCCNCCCNCC1)c2ccc(CN3CCCNCCNCCCNCC3)cc2"
"ROMIDEPSIN"	"C\C=C\1/NC(=O)[C@@H](CS)NC(=O)[C@H](CC(=O)C[C@H](OC(=O)[C@@H](NC1=O)C(C)C)\C=C\CCS)C(C)C"
"LINSITINIB"	"C[C@@]1(O)C[C@@H](C1)c2nc(c3ccc4ccc(nc4c3)c5ccccc5)c6c(N)nccn26"
"ADENOSINE TRIPHOSPHATE"	"Nc1ncnc2c1ncn2[C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O"
"NICOTINE"	"CN1CCC[C@H]1c2cccnc2"
"ZICONOTIDE"	"CSCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC3=O)C(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc4ccc(O)cc4)NC1=O)[C@@H](C)O"
"BORTEZOMIB"	"CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O"
"LY-294002"	"O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4"
"PF-04691502"	"COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@H](CC4)OCCO)C2=O"
"CHEMBL1797687"	"CCC12CCN(CC3(O)CC3)[C@H](Cc4ccc(O)cc14)C2(C)C"
"8-OH-DPAT"	"CCCN(CCC)C1CCc2cccc(O)c2C1"
"CHEMBL255306"	"Cc1cc(Oc2ccccc2NC(=O)Nc3ccc(OC(F)(F)F)cc3)n(n1)c4ccccc4Cl"
"CHEMBL287367"	"NCCc1c[nH]c(n1)c2cccc(I)c2"
"ALCURONIUM"	"OC\C=C/1\C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1\C\5=C\N6[C@H]7\C(=C/N([C@H]35)c8ccccc48)\[C@H]9C[C@H]%10[C@@]7(CC[N+]%10(CC=C)C/C/9=C/CO)c%11ccccc6%11"
"BUTANOIC ACID"	"CCCC(=O)O"
"ROSOXACIN"	"CCN1C=C(C(=O)O)C(=O)c2ccc(cc12)c3ccncc3"
"L-PROLINE"	"OC(=O)[C@@H]1CCCN1"
"MEFENAMIC ACID"	"Cc1cccc(Nc2ccccc2C(=O)O)c1C"
"METHIONINE SULFOXIDE"	"C[S+]([O-])CC[C@H](N)C(=O)O"
"SNAP-7941"	"COCC1=C([C@@H](N(C(=O)NCCCN2CCC(CC2)c3cccc(NC(=O)C)c3)C(=O)N1)c4ccc(F)c(F)c4)C(=O)OC"
"LENVATINIB"	"COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N"
"SB-224289"	"CN1CCC2(CC1)COc3cc4CCN(C(=O)c5ccc(cc5)c6ccc(cc6C)c7noc(C)n7)c4cc23"
"CHEMBL180672"	"CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc3cccc(Cl)c3C#N"
"GALLAMINE TRIETHIODIDE"	"[I-].[I-].[I-].CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC"
"TIOTROPIUM (CHEMBL1900528)"	"C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(O)(c4cccs4)c5cccs5"
"ENCAINIDE"	"COc1ccc(cc1)C(=O)Nc2ccccc2CCC3CCCCN3C"
"BRADANICLINE"	"O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc3cccnc3)c4oc5ccccc5c4"
"CHEMBL2062804"	"CN1CCN(CC1)c2cccc(Nc3nc4c(cccn4n3)c5ccc(cc5)S(=O)(=O)C)c2"
"LEXACALCITOL"	"CCC(O)(CC)CCCO[C@H](C)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C"
"1,3-DIPROPYL-8-CYCLOPENTYLXANTHINE [DPCPX]"	"CCCN1C(=O)N(CCC)c2nc([nH]c2C1=O)C3CCCC3"
"SELEGILINE"	"C[C@H](Cc1ccccc1)N(C)CC#C"
"CLEMASTINE"	"CN1CCC[C@@H]1CCO[C@](C)(c2ccccc2)c3ccc(Cl)cc3"
"PD-0325901"	"OC[C@@H](O)CONC(=O)c1ccc(F)c(F)c1Nc2ccc(I)cc2F"
"TICLOPIDINE"	"Clc1ccccc1CN2CCc3sccc3C2"
"ZIPRASIDONE"	"Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45"
"PD-156707"	"COc1ccc(cc1)C2(O)OC(=O)C(=C2Cc3cc(OC)c(OC)c(OC)c3)c4ccc5OCOc5c4"
"ALBUTEROL"	"CC(C)(C)NCC(O)c1ccc(O)c(CO)c1"
"CHEMBL376408"	"CN(C)CC[C@H](CSc1ccccc1)Nc2ccc(cc2[N+](=O)[O-])S(=O)(=O)NC(=O)c3ccc(cc3)N4CCN(Cc5ccccc5c6ccc(Cl)cc6)CC4"
"TAK-901"	"CCS(=O)(=O)c1cccc(c1)c2cc(C(=O)NC3CCN(C)CC3)c(C)c4[nH]c5ncc(C)cc5c24"
"ACALABRUTINIB"	"CC#CC(=O)N1CCC[C@H]1c2nc(c3ccc(cc3)C(=O)Nc4ccccn4)c5c(N)nccn25"
"BMS-833923"	"CNCc1ccc(C)c(NC(=O)c2ccc(Nc3nc(c4ccccc4)c5ccccc5n3)cc2)c1"
"SUMATRIPTAN"	"CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1"
"VALERIC ACID"	"CCCCC(=O)O"
"ADOMEGLIVANT"	"Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(cc2)C(=O)NCCC(=O)O)cc(C)c1c3ccc(cc3)C(C)(C)C"
"PAXILLINE"	"CC(C)(O)[C@H]1O[C@H]2CC[C@@]3(C)[C@@](O)(CC[C@H]4Cc5c([nH]c6ccccc56)[C@]34C)C2=CC1=O"
"RIZATRIPTAN"	"CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12"
"GEPIRONE"	"CC1(C)CC(=O)N(CCCCN2CCN(CC2)c3ncccn3)C(=O)C1"
"CHEMBL1188853"	"Nc1ccccc1C(=O)NCCCCN2CCN(CC2)c3nsc4ccccc34"
"MEGLUMINE"	"CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO"
"CHEMBL355370"	"CCCN1C(=O)N(Cc2ccc(N)c(I)c2)c3[nH]c(nc3C1=O)c4ccc(OCC(=O)O)cc4"
"MGCD-265"	"Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2"
"METHOXAMINE"	"COc1ccc(OC)c(c1)C(O)C(C)N"
"CINACALCET"	"C[C@@H](NCCCc1cccc(c1)C(F)(F)F)c2cccc3ccccc23"
"EHNA"	"CCCCCC[C@@H]([C@@H](C)O)n1cnc2c(N)ncnc12"
"CLOXYPENDYL"	"OCCN1CCN(CCCN2c3ccccc3Sc4cc(Cl)cnc24)CC1"
"CHEMBL169233"	"NCCOB(c1ccccc1)c2ccccc2"
"CAPSAICIN"	"COc1cc(CNC(=O)CCCC\C=C\C(C)C)ccc1O"
"DACOMITINIB"	"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCCCC4"
"RG-547"	"COc1ccc(F)c(F)c1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N"
"UDP-GALACTOSE"	"OC[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)C3=CC(=O)NC(=O)N3)[C@H](O)[C@@H](O)[C@H]1O"
"XL-228"	"CC(C)c1cc(CNc2nc(Nc3cc([nH]n3)C4CC4)cc(n2)N5CCN(C)CC5)on1"
"DIFLORASONE DIACETATE"	"C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C"
"REPARIXIN"	"CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NS(=O)(=O)C"
"CEFADROXIL"	"CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(=O)O"
"TAMATINIB"	"COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC"
"RICOLINOSTAT"	"ONC(=O)CCCCCCNC(=O)c1cnc(nc1)N(c2ccccc2)c3ccccc3"
"CHEMBL56543"	"Oc1ccc(\C=C(/C#N)\C(=O)NCc2ccccc2)cc1O"
"VANDETANIB"	"COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4"
"PERPHENAZINE"	"OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1"
"ECHOTHIOPHATE IODIDE"	"[I-].CCOP(=O)(OCC)SCC[N+](C)(C)C"
"NILUTAMIDE"	"CC1(C)NC(=O)N(C1=O)c2ccc(c(c2)C(F)(F)F)[N+](=O)[O-]"
"PYRIDOSTIGMINE"	"CN(C)C(=O)Oc1ccc[n+](C)c1"
"MELATONAN"	"CCCC[C@H](NC(=O)C)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@H](Cc5cnc[nH]5)NC1=O)C(=O)N"
"CHEMBL116590"	"CN1C2CCC1CC(C2)OC(c3ccccc3)c4ccccc4"
"TOLAZOLINE"	"C(C1=NCCN1)c2ccccc2"
"BINIMETINIB"	"Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(cc12)C(=O)NOCCO"
"CHLOROTRIANISENE"	"COc1ccc(cc1)C(=C(c2ccc(OC)cc2)c3ccc(OC)cc3)Cl"
"CHEMBL361355"	"C[C@@H](NC(=O)c1occc1)C(=O)N2CCN(CCCOc3ccc(cc3)C(=O)C4CC4)CC2"
"FLUFENAMIC ACID"	"OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F"
"PYRIMETHAMINE"	"CCc1nc(N)nc(N)c1c2ccc(Cl)cc2"
"DIOSCIN"	"C[C@@H]1CC[C@@]2(OC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@H](CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C)O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O"
"GLASDEGIB"	"CN1CC[C@H](C[C@@H]1c2nc3ccccc3[nH]2)NC(=O)Nc4ccc(cc4)C#N"
"CHEMBL1213492"	"CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(cc3)C(=O)NO)ccc2c1"
"TEMSIROLIMUS"	"CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OC(=O)C(C)(CO)CO"
"SB-431542"	"NC(=O)c1ccc(cc1)c2nc(c3ccccn3)c([nH]2)c4ccc5OCOc5c4"
"CHEMBL198059"	"CC(C)N[C@@H](C)[C@@H](O)COc1ccc(C)c2CCCc12"
"ASPARTIC ACID"	"N[C@@H](CC(=O)O)C(=O)O"
"CGP-37849"	"C\C(=C/C(N)C(=O)O)\CP(=O)(O)O"
"ABEXINOSTAT"	"CN(C)Cc1c(oc2ccccc12)C(=O)NCCOc3ccc(cc3)C(=O)NO"
"QUAZEPAM"	"Fc1ccccc1C2=NCC(=S)N(CC(F)(F)F)c3ccc(Cl)cc23"
"PALBOCICLIB"	"CC(=O)C1=C(C)c2cnc(Nc3ccc(cn3)N4CCNCC4)nc2N(C5CCCC5)C1=O"
"ATROPINE SULFATE"	"CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3.OS(=O)(=O)O"
"CETRORELIX"	"CC(C)C[C@H](NC(=O)[C@@H](CCCNC(=O)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc2cccnc2)NC(=O)[C@@H](Cc3ccc(Cl)cc3)NC(=O)[C@@H](Cc4ccc5ccccc5c4)NC(=O)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N6CCC[C@H]6C(=O)N[C@H](C)C(=O)N"
"CHEMBL1562432"	"CC[C@@H]1CN2C(=O)N(C)c3nc([nH]c3C2=N1)c4cc(Cl)cc(Cl)c4Cl"
"CHEMBL104784"	"CNc1nc(Cl)nc2c1ncn2CC(COP(=O)(O)O)COP(=O)(O)O"
"[3H]LSD"	"[3H]C([3H])([3H])N1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N(CC)CC"
"AMITRIPTYLINE"	"CN(C)CCC=C1c2ccccc2CCc3ccccc13"
"SODIUM LAURYL SULFATE"	"[Na+].CCCCCCCCCCCCOS(=O)(=O)[O-]"
"CHEMBL1651524"	"FC(F)(F)c1ccc(Oc2cccc(CC3CCN(CC3)C(=O)Nc4cccnc4)c2)nc1"
"CHENODIOL"	"C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"
"FK453"	"OCC[C@H]1CCCCN1C(=O)\C=C\c2c(nn3ccccc23)c4ccccc4"
"CHEMBL389033"	"CCCCCCCCc1cccc(NC(=O)[C@H](N)CCP(=O)(O)O)c1"
"ZINC ION"	"[Zn+2]"
